#	 mag	 abs_mag	 b.c.
-0.811157	0.811157	1
-0.811157	0.811157	1
0.728427	0.728427	1
0.728427	0.728427	1
-0.694549	0.694549	1
-0.694549	0.694549	1
-0.694592	0.694592	1
-0.694592	0.694592	1
0.683797	0.683797	1
0.683797	0.683797	1
-0.669717	0.669717	1
-0.669717	0.669717	1
0.67488	0.67488	1
0.67488	0.67488	1
-0.682432	0.682432	1
-0.682432	0.682432	1
0.677696	0.677696	1
0.677696	0.677696	1
-0.672661	0.672661	1
-0.672661	0.672661	1
0.673429	0.673429	1
0.673429	0.673429	1
0.673344	0.673344	1
0.673344	0.673344	1
-0.668949	0.668949	1
-0.668949	0.668949	1
0.680085	0.680085	1
0.680085	0.680085	1
-0.662805	0.662805	1
-0.662805	0.662805	1
0.677611	0.677611	1
0.677611	0.677611	1
0.677269	0.677269	1
0.677269	0.677269	1
-0.685333	0.685333	1
-0.685333	0.685333	1
0.665877	0.665877	1
0.665877	0.665877	1
-0.670997	0.670997	1
-0.670997	0.670997	1
-0.670912	0.670912	1
-0.670912	0.670912	1
0.663019	0.663019	1
0.663019	0.663019	1
-0.657899	0.657899	1
-0.657899	0.657899	1
-0.657728	0.657728	1
-0.657728	0.657728	1
0.66144	0.66144	1
0.66144	0.66144	1
0.661355	0.661355	1
0.661355	0.661355	1
-0.673088	0.673088	1
-0.673088	0.673088	1
0.669632	0.669632	1
0.669632	0.669632	1
0.669547	0.669547	1
0.669547	0.669547	1
-0.678677	0.678677	1
-0.678677	0.678677	1
0.680341	0.680341	1
0.680341	0.680341	1
-0.675733	0.675733	1
-0.675733	0.675733	1
-0.675605	0.675605	1
-0.675605	0.675605	1
0.683755	0.683755	1
0.683755	0.683755	1
-0.677739	0.677739	1
-0.677739	0.677739	1
-0.677611	0.677611	1
-0.677611	0.677611	1
0.666517	0.666517	1
0.666517	0.666517	1
-0.659605	0.659605	1
-0.659605	0.659605	1
0.667797	0.667797	1
0.667797	0.667797	1
0.667669	0.667669	1
0.667669	0.667669	1
-0.676629	0.676629	1
-0.676629	0.676629	1
0.664427	0.664427	1
0.664427	0.664427	1
0.664469	0.664469	1
0.664469	0.664469	1
-0.676928	0.676928	1
-0.676928	0.676928	1
0.673685	0.673685	1
0.673685	0.673685	1
-0.671509	0.671509	1
-0.671509	0.671509	1
-0.671552	0.671552	1
-0.671552	0.671552	1
-0.671595	0.671595	1
-0.671595	0.671595	1
0.663147	0.663147	1
0.663147	0.663147	1
-0.658496	0.658496	1
-0.658496	0.658496	1
