#	 mag	 abs_mag	 b.c.
-0.773891	0.773891	1
-0.773891	0.773891	1
-0.773777	0.773777	1
-0.773777	0.773777	1
0.655807	0.655807	1
0.655807	0.655807	1
-0.57316	0.57316	1
-0.57316	0.57316	1
-0.574646	0.574646	1
-0.574646	0.574646	1
-0.57476	0.57476	1
-0.57476	0.57476	1
-0.574646	0.574646	1
-0.574646	0.574646	1
0.574303	0.574303	1
0.574303	0.574303	1
-0.556699	0.556699	1
-0.556699	0.556699	1
0.522176	0.522176	1
0.522176	0.522176	1
0.522291	0.522291	1
0.522291	0.522291	1
-0.510517	0.510517	1
-0.510517	0.510517	1
-0.510174	0.510174	1
-0.510174	0.510174	1
0.519662	0.519662	1
0.519662	0.519662	1
-0.483996	0.483996	1
-0.483996	0.483996	1
0.488112	0.488112	1
0.488112	0.488112	1
-0.505944	0.505944	1
-0.505944	0.505944	1
-0.50583	0.50583	1
-0.50583	0.50583	1
-0.506287	0.506287	1
-0.506287	0.506287	1
0.514746	0.514746	1
0.514746	0.514746	1
-0.504115	0.504115	1
-0.504115	0.504115	1
0.52652	0.52652	1
0.52652	0.52652	1
-0.504801	0.504801	1
-0.504801	0.504801	1
0.515432	0.515432	1
0.515432	0.515432	1
0.515546	0.515546	1
0.515546	0.515546	1
-0.507773	0.507773	1
-0.507773	0.507773	1
0.467307	0.467307	1
0.467307	0.467307	1
0.467535	0.467535	1
0.467535	0.467535	1
0.468221	0.468221	1
0.468221	0.468221	1
-0.477366	0.477366	1
-0.477366	0.477366	1
0.465364	0.465364	1
0.465364	0.465364	1
0.465478	0.465478	1
0.465478	0.465478	1
0.465592	0.465592	1
0.465592	0.465592	1
0.466049	0.466049	1
0.466049	0.466049	1
-0.47428	0.47428	1
-0.47428	0.47428	1
-0.473937	0.473937	1
-0.473937	0.473937	1
-0.474051	0.474051	1
0.282579	0.282579	-1
0.282693	0.282693	-1
-0.45759	0.45759	1
0.482968	0.482968	1
0.482968	0.482968	1
0.483082	0.483082	1
0.483082	0.483082	1
-0.503544	0.503544	1
-0.503544	0.503544	1
0.465021	0.465021	1
0.465021	0.465021	1
0.465135	0.465135	1
0.465135	0.465135	1
0.465364	0.465364	1
