#	 mag	 abs_mag	 b.c.
-0.81675	0.81675	1
-0.81675	0.81675	1
0.736417	0.736417	1
0.736417	0.736417	1
-0.709417	0.709417	1
-0.709417	0.709417	1
0.687583	0.687583	1
0.687583	0.687583	1
0.687667	0.687667	1
0.687667	0.687667	1
-0.679083	0.679083	1
-0.679083	0.679083	1
0.678583	0.678583	1
0.678583	0.678583	1
0.678917	0.678917	1
0.678917	0.678917	1
0.678833	0.678833	1
0.678833	0.678833	1
-0.674083	0.674083	1
-0.674083	0.674083	1
-0.67425	0.67425	1
-0.67425	0.67425	1
0.692417	0.692417	1
0.692417	0.692417	1
-0.6695	0.6695	1
-0.6695	0.6695	1
0.653167	0.653167	1
0.653167	0.653167	1
-0.675	0.675	1
-0.675	0.675	1
0.654917	0.654917	1
0.654917	0.654917	1
-0.65075	0.65075	1
-0.65075	0.65075	1
-0.650667	0.650667	1
-0.650667	0.650667	1
0.656083	0.656083	1
0.656083	0.656083	1
-0.663417	0.663417	1
-0.663417	0.663417	1
0.67325	0.67325	1
0.67325	0.67325	1
0.673167	0.673167	1
0.673167	0.673167	1
0.673083	0.673083	1
0.673083	0.673083	1
0.672917	0.672917	1
0.672917	0.672917	1
0.673083	0.673083	1
0.673083	0.673083	1
0.67325	0.67325	1
0.67325	0.67325	1
0.672917	0.672917	1
0.672917	0.672917	1
-0.679167	0.679167	1
-0.679167	0.679167	1
0.65925	0.65925	1
0.65925	0.65925	1
-0.651	0.651	1
-0.651	0.651	1
0.645167	0.645167	1
0.645167	0.645167	1
0.644833	0.644833	1
0.644833	0.644833	1
0.644333	0.644333	1
0.644333	0.644333	1
0.644167	0.644167	1
0.644167	0.644167	1
0.643583	0.643583	1
0.643583	0.643583	1
-0.654083	0.654083	1
-0.654083	0.654083	1
0.675083	0.675083	1
0.675083	0.675083	1
-0.678167	0.678167	1
-0.678167	0.678167	1
-0.677917	0.677917	1
-0.677917	0.677917	1
-0.678167	0.678167	1
-0.678167	0.678167	1
0.66775	0.66775	1
0.66775	0.66775	1
-0.669917	0.669917	1
-0.669917	0.669917	1
0.6935	0.6935	1
0.6935	0.6935	1
-0.6725	0.6725	1
-0.6725	0.6725	1
-0.672833	0.672833	1
-0.672833	0.672833	1
0.687083	0.687083	1
0.687083	0.687083	1
-0.651083	0.651083	1
-0.651083	0.651083	1
0.6565	0.6565	1
0.6565	0.6565	1
-0.684917	0.684917	1
-0.684917	0.684917	1
-0.684833	0.684833	1
-0.684833	0.684833	1
-0.6855	0.6855	1
-0.6855	0.6855	1
-0.685583	0.685583	1
-0.685583	0.685583	1
-0.685667	0.685667	1
-0.685667	0.685667	1
-0.685583	0.685583	1
-0.685583	0.685583	1
-0.685833	0.685833	1
-0.685833	0.685833	1
0.68875	0.68875	1
0.68875	0.68875	1
-0.661583	0.661583	1
-0.661583	0.661583	1
0.65525	0.65525	1
0.65525	0.65525	1
-0.664583	0.664583	1
-0.664583	0.664583	1
0.663333	0.663333	1
0.663333	0.663333	1
-0.651917	0.651917	1
-0.651917	0.651917	1
0.644083	0.644083	1
0.644083	0.644083	1
0.643917	0.643917	1
0.643917	0.643917	1
-0.662833	0.662833	1
