#	 mag	 abs_mag	 b.c.
-0.848	0.848	1
-0.848	0.848	1
0.724	0.724	1
0.724	0.724	1
-0.678	0.678	1
-0.678	0.678	1
0.686	0.686	1
0.686	0.686	1
0.672	0.672	1
0.672	0.672	1
0.668	0.668	1
0.668	0.668	1
0.67	0.67	1
0.67	0.67	1
-0.708	0.708	1
-0.708	0.708	1
0.668	0.668	1
0.668	0.668	1
-0.722	0.722	1
-0.722	0.722	1
0.752	0.752	1
0.752	0.752	1
-0.742	0.742	1
-0.742	0.742	1
0.632	0.632	1
0.632	0.632	1
0.634	0.634	1
0.634	0.634	1
0.638	0.638	1
0.638	0.638	1
-0.762	0.762	1
-0.762	0.762	1
0.728	0.728	1
0.728	0.728	1
-0.72	0.72	1
-0.72	0.72	1
0.682	0.682	1
0.682	0.682	1
-0.734	0.734	1
-0.734	0.734	1
0.69	0.69	1
0.69	0.69	1
0.708	0.708	1
0.708	0.708	1
-0.658	0.658	1
-0.658	0.658	1
-0.656	0.656	1
-0.656	0.656	1
0.794	0.794	1
0.794	0.794	1
0.796	0.796	1
0.796	0.796	1
-0.798	0.798	1
-0.798	0.798	1
0.716	0.716	1
0.716	0.716	1
-0.664	0.664	1
-0.664	0.664	1
0.714	0.714	1
0.714	0.714	1
-0.718	0.718	1
-0.718	0.718	1
0.682	0.682	1
0.682	0.682	1
-0.62	0.62	1
-0.62	0.62	1
0.646	0.646	1
0.646	0.646	1
-0.686	0.686	1
-0.686	0.686	1
0.586	0.586	1
0.586	0.586	1
-0.684	0.684	1
-0.684	0.684	1
-0.682	0.682	1
-0.682	0.682	1
0.718	0.718	1
0.718	0.718	1
0.716	0.716	1
0.716	0.716	1
0.718	0.718	1
0.718	0.718	1
-0.732	0.732	1
-0.732	0.732	1
0.662	0.662	1
0.662	0.662	1
-0.644	0.644	1
-0.644	0.644	1
-0.646	0.646	1
-0.646	0.646	1
0.736	0.736	1
0.736	0.736	1
-0.716	0.716	1
-0.716	0.716	1
0.742	0.742	1
0.742	0.742	1
-0.648	0.648	1
-0.648	0.648	1
-0.65	0.65	1
-0.65	0.65	1
-0.652	0.652	1
-0.652	0.652	1
-0.65	0.65	1
-0.65	0.65	1
-0.666	0.666	1
-0.666	0.666	1
-0.664	0.664	1
-0.664	0.664	1
0.504	0.504	1
0.504	0.504	1
0.498	0.498	1
0.498	0.498	1
-0.598	0.598	1
-0.598	0.598	1
0.56	0.56	1
0.56	0.56	1
0.558	0.558	1
0.558	0.558	1
-0.592	0.592	1
-0.592	0.592	1
-0.596	0.596	1
-0.596	0.596	1
0.632	0.632	1
0.632	0.632	1
-0.648	0.648	1
-0.648	0.648	1
-0.626	0.626	1
-0.626	0.626	1
0.646	0.646	1
0.646	0.646	1
-0.626	0.626	1
-0.626	0.626	1
-0.632	0.632	1
-0.632	0.632	1
0.678	0.678	1
0.678	0.678	1
-0.672	0.672	1
-0.672	0.672	1
-0.674	0.674	1
-0.674	0.674	1
-0.672	0.672	1
-0.672	0.672	1
0.654	0.654	1
0.654	0.654	1
0.656	0.656	1
0.656	0.656	1
-0.698	0.698	1
-0.698	0.698	1
0.716	0.716	1
0.716	0.716	1
0.712	0.712	1
0.712	0.712	1
-0.688	0.688	1
-0.688	0.688	1
0.71	0.71	1
0.71	0.71	1
